10 Februari 2022|Rp14.344,00
9 Februari 2022|Rp14.366,00
8 Februari 2022|Rp14.385,00
7 Februari 2022|Rp14.404,00
4 Februari 2022|Rp14.376,00
3 Februari 2022|Rp14.381,00
2 Februari 2022|Rp14.347,00
31 Januari 2022|Rp14.392,00
28 Januari 2022|Rp14.381,00
27 Januari 2022|Rp14.385,00
